         ;0
OO XXX OX;5135
O OXXX OX;5136
 OOXXX OX;5137
OOOXXX OX;5138
   OXX OX;5139
O  OXX OX;5140
OX OXX OX;5141
 O OXX OX;5142
XO OXX OX;5143
OO OXX OX;5144
O XOXX OX;5145
 OXOXX OX;5146
OOXOXX OX;5147
  OOXX OX;5148
X OOXX OX;5149
O OOXX OX;5150
 XOOXX OX;5151
OXOOXX OX;5152
 OOOXX OX;5153
XOOOXX OX;5154
    OX OX;5155
X   OX OX;5156
O   OX OX;5157
 X  OX OX;5158
OX  OX OX;5159
 O  OX OX;5160
XO  OX OX;5161
  X OX OX;5162
O X OX OX;5163
OXX OX OX;5164
 OX OX OX;5165
XOX OX OX;5166
OOX OX OX;5167
  O OX OX;5168
X O OX OX;5169
 XO OX OX;5170
XXO OX OX;5171
OXO OX OX;5172
XOO OX OX;5173
   XOX OX;5174
O  XOX OX;5175
OX XOX OX;5176
 O XOX OX;5177
XO XOX OX;5178
OO XOX OX;5179
O XXOX OX;5180
 OXXOX OX;5181
OOXXOX OX;5182
  OXOX OX;5183
X OXOX OX;5184
O OXOX OX;5185
 XOXOX OX;5186
OXOXOX OX;5187
 OOXOX OX;5188
XOOXOX OX;5189
   OOX OX;5190
X  OOX OX;5191
 X OOX OX;5192
XX OOX OX;5193
OX OOX OX;5194
XO OOX OX;5195
  XOOX OX;5196
X XOOX OX;5197
O XOOX OX;5198
 XXOOX OX;5199
OXXOOX OX;5200
 OXOOX OX;5201
XOXOOX OX;5202
X OOOX OX;5203
 XOOOX OX;5204
XXOOOX OX;5205
     O OX;5206
X    O OX;5207
 X   O OX;5208
XX   O OX;5209
OX   O OX;5210
XO   O OX;5211
  X  O OX;5212
X X  O OX;5213
O X  O OX;5214
 XX  O OX;5215
OXX  O OX;5216
 OX  O OX;5217
XOX  O OX;5218
X O  O OX;5219
 XO  O OX;5220
XXO  O OX;5221
   X O OX;5222
X  X O OX;5223
O  X O OX;5224
 X X O OX;5225
OX X O OX;5226
 O X O OX;5227
XO X O OX;5228
  XX O OX;5229
O XX O OX;5230
OXXX O OX;5231
 OXX O OX;5232
XOXX O OX;5233
OOXX O OX;5234
  OX O OX;5235
X OX O OX;5236
 XOX O OX;5237
XXOX O OX;5238
OXOX O OX;5239
XOOX O OX;5240
X  O O OX;5241
 X O O OX;5242
XX O O OX;5243
  XO O OX;5244
X XO O OX;5245
 XXO O OX;5246
XXXO O OX;5247
OXXO O OX;5248
XOXO O OX;5249
XXOO O OX;5250
    XO OX;5251
X   XO OX;5252
O   XO OX;5253
 X  XO OX;5254
OX  XO OX;5255
 O  XO OX;5256
XO  XO OX;5257
  X XO OX;5258
O X XO OX;5259
OXX XO OX;5260
 OX XO OX;5261
XOX XO OX;5262
OOX XO OX;5263
  O XO OX;5264
X O XO OX;5265
 XO XO OX;5266
XXO XO OX;5267
OXO XO OX;5268
XOO XO OX;5269
   XXO OX;5270
O  XXO OX;5271
OX XXO OX;5272
 O XXO OX;5273
XO XXO OX;5274
OO XXO OX;5275
O XXXO OX;5276
 OXXXO OX;5277
OOXXXO OX;5278
  OXXO OX;5279
X OXXO OX;5280
O OXXO OX;5281
 XOXXO OX;5282
OXOXXO OX;5283
 OOXXO OX;5284
XOOXXO OX;5285
   OXO OX;5286
X  OXO OX;5287
 X OXO OX;5288
XX OXO OX;5289
OX OXO OX;5290
XO OXO OX;5291
  XOXO OX;5292
X XOXO OX;5293
O XOXO OX;5294
 XXOXO OX;5295
OXXOXO OX;5296
 OXOXO OX;5297
XOXOXO OX;5298
X OOXO OX;5299
 XOOXO OX;5300
XXOOXO OX;5301
X   OO OX;5302
 X  OO OX;5303
XX  OO OX;5304
  X OO OX;5305
X X OO OX;5306
 XX OO OX;5307
XXX OO OX;5308
OXX OO OX;5309
XOX OO OX;5310
XXO OO OX;5311
   XOO OX;5312
X  XOO OX;5313
 X XOO OX;5314
XX XOO OX;5315
OX XOO OX;5316
XO XOO OX;5317
  XXOO OX;5318
X XXOO OX;5319
O XXOO OX;5320
 XXXOO OX;5321
OXXXOO OX;5322
 OXXOO OX;5323
XOXXOO OX;5324
X OXOO OX;5325
 XOXOO OX;5326
XXOXOO OX;5327
XX OOO OX;5328
X XOOO OX;5329
 XXOOO OX;5330
XXXOOO OX;5331
      XOX;5332
O     XOX;5333
OX    XOX;5334
 O    XOX;5335
XO    XOX;5336
OO    XOX;5337
O X   XOX;5338
 OX   XOX;5339
OOX   XOX;5340
  O   XOX;5341
X O   XOX;5342
O O   XOX;5343
 XO   XOX;5344
OXO   XOX;5345
 OO   XOX;5346
XOO   XOX;5347
O  X  XOX;5348
 O X  XOX;5349
OO X  XOX;5350
OOXX  XOX;5351
  OX  XOX;5352
O OX  XOX;5353
OXOX  XOX;5354
 OOX  XOX;5355
XOOX  XOX;5356
OOOX  XOX;5357
   O  XOX;5358
X  O  XOX;5359
O  O  XOX;5360
 X O  XOX;5361
OX O  XOX;5362
 O O  XOX;5363
XO O  XOX;5364
  XO  XOX;5365
O XO  XOX;5366
OXXO  XOX;5367
 OXO  XOX;5368
XOXO  XOX;5369
OOXO  XOX;5370
  OO  XOX;5371
X OO  XOX;5372
 XOO  XOX;5373
XXOO  XOX;5374
OXOO  XOX;5375
XOOO  XOX;5376
O   X XOX;5377
 O  X XOX;5378
OO  X XOX;5379
OOX X XOX;5380
  O X XOX;5381
O O X XOX;5382
OXO X XOX;5383
 OO X XOX;5384
XOO X XOX;5385
OOO X XOX;5386
OO XX XOX;5387
O OXX XOX;5388
 OOXX XOX;5389
OOOXX XOX;5390
   OX XOX;5391
O  OX XOX;5392
OX OX XOX;5393
 O OX XOX;5394
XO OX XOX;5395
OO OX XOX;5396
O XOX XOX;5397
 OXOX XOX;5398
OOXOX XOX;5399
  OOX XOX;5400
X OOX XOX;5401
O OOX XOX;5402
 XOOX XOX;5403
OXOOX XOX;5404
 OOOX XOX;5405
XOOOX XOX;5406
    O XOX;5407
X   O XOX;5408
O   O XOX;5409
 X  O XOX;5410
OX  O XOX;5411
 O  O XOX;5412
XO  O XOX;5413
  X O XOX;5414
O X O XOX;5415
OXX O XOX;5416
 OX O XOX;5417
XOX O XOX;5418
OOX O XOX;5419
  O O XOX;5420
X O O XOX;5421
 XO O XOX;5422
XXO O XOX;5423
OXO O XOX;5424
XOO O XOX;5425
   XO XOX;5426
O  XO XOX;5427
OX XO XOX;5428
 O XO XOX;5429
XO XO XOX;5430
OO XO XOX;5431
O XXO XOX;5432
 OXXO XOX;5433
OOXXO XOX;5434
  OXO XOX;5435
X OXO XOX;5436
O OXO XOX;5437
 XOXO XOX;5438
OXOXO XOX;5439
 OOXO XOX;5440
XOOXO XOX;5441
   OO XOX;5442
X  OO XOX;5443
 X OO XOX;5444
XX OO XOX;5445
OX OO XOX;5446
XO OO XOX;5447
  XOO XOX;5448
X XOO XOX;5449
O XOO XOX;5450
 XXOO XOX;5451
OXXOO XOX;5452
 OXOO XOX;5453
XOXOO XOX;5454
X OOO XOX;5455
 XOOO XOX;5456
XXOOO XOX;5457
O    XXOX;5458
 O   XXOX;5459
OO   XXOX;5460
OOX  XXOX;5461
  O  XXOX;5462
O O  XXOX;5463
OXO  XXOX;5464
 OO  XXOX;5465
XOO  XXOX;5466
OOO  XXOX;5467
OO X XXOX;5468
O OX XXOX;5469
 OOX XXOX;5470
OOOX XXOX;5471
   O XXOX;5472
O  O XXOX;5473
OX O XXOX;5474
 O O XXOX;5475
XO O XXOX;5476
OO O XXOX;5477
O XO XXOX;5478
 OXO XXOX;5479
OOXO XXOX;5480
  OO XXOX;5481
X OO XXOX;5482
O OO XXOX;5483
 XOO XXOX;5484
OXOO XXOX;5485
 OOO XXOX;5486
XOOO XXOX;5487
OO  XXXOX;5488
O O XXXOX;5489
 OO XXXOX;5490
OOO XXXOX;5491
OOOXXXXOX;5492
O  OXXXOX;5493
 O OXXXOX;5494
OO OXXXOX;5495
OOXOXXXOX;5496
  OOXXXOX;5497
O OOXXXOX;5498
OXOOXXXOX;5499
 OOOXXXOX;5500
XOOOXXXOX;5501
OOOOXXXOX;5502
    OXXOX;5503
O   OXXOX;5504
OX  OXXOX;5505
 O  OXXOX;5506
XO  OXXOX;5507
OO  OXXOX;5508
O X OXXOX;5509
 OX OXXOX;5510
OOX OXXOX;5511
  O OXXOX;5512
X O OXXOX;5513
O O OXXOX;5514
 XO OXXOX;5515
OXO OXXOX;5516
 OO OXXOX;5517
XOO OXXOX;5518
O  XOXXOX;5519
 O XOXXOX;5520
OO XOXXOX;5521
OOXXOXXOX;5522
  OXOXXOX;5523
O OXOXXOX;5524
OXOXOXXOX;5525
 OOXOXXOX;5526
XOOXOXXOX;5527
OOOXOXXOX;5528
   OOXXOX;5529
X  OOXXOX;5530
O  OOXXOX;5531
 X OOXXOX;5532
OX OOXXOX;5533
 O OOXXOX;5534
XO OOXXOX;5535
  XOOXXOX;5536
O XOOXXOX;5537
OXXOOXXOX;5538
 OXOOXXOX;5539
XOXOOXXOX;5540
OOXOOXXOX;5541
  OOOXXOX;5542
X OOOXXOX;5543
 XOOOXXOX;5544
XXOOOXXOX;5545
OXOOOXXOX;5546
XOOOOXXOX;5547
     OXOX;5548
X    OXOX;5549
O    OXOX;5550
 X   OXOX;5551
OX   OXOX;5552
 O   OXOX;5553
XO   OXOX;5554
  X  OXOX;5555
O X  OXOX;5556
OXX  OXOX;5557
 OX  OXOX;5558
XOX  OXOX;5559
OOX  OXOX;5560
  O  OXOX;5561
X O  OXOX;5562
 XO  OXOX;5563
XXO  OXOX;5564
OXO  OXOX;5565
XOO  OXOX;5566
   X OXOX;5567
O  X OXOX;5568
OX X OXOX;5569
 O X OXOX;5570
XO X OXOX;5571
OO X OXOX;5572
O XX OXOX;5573
 OXX OXOX;5574
OOXX OXOX;5575
  OX OXOX;5576
X OX OXOX;5577
O OX OXOX;5578
 XOX OXOX;5579
OXOX OXOX;5580
 OOX OXOX;5581
XOOX OXOX;5582
   O OXOX;5583
X  O OXOX;5584
 X O OXOX;5585
XX O OXOX;5586
OX O OXOX;5587
XO O OXOX;5588
  XO OXOX;5589
X XO OXOX;5590
O XO OXOX;5591
 XXO OXOX;5592
OXXO OXOX;5593
 OXO OXOX;5594
XOXO OXOX;5595
X OO OXOX;5596
 XOO OXOX;5597
XXOO OXOX;5598
    XOXOX;5599
O   XOXOX;5600
OX  XOXOX;5601
 O  XOXOX;5602
XO  XOXOX;5603
OO  XOXOX;5604
O X XOXOX;5605
 OX XOXOX;5606
OOX XOXOX;5607
  O XOXOX;5608
X O XOXOX;5609
O O XOXOX;5610
 XO XOXOX;5611
OXO XOXOX;5612
 OO XOXOX;5613
XOO XOXOX;5614
O  XXOXOX;5615
 O XXOXOX;5616
OO XXOXOX;5617
OOXXXOXOX;5618
  OXXOXOX;5619
O OXXOXOX;5620
OXOXXOXOX;5621
 OOXXOXOX;5622
XOOXXOXOX;5623
OOOXXOXOX;5624
   OXOXOX;5625
X  OXOXOX;5626
O  OXOXOX;5627
 X OXOXOX;5628
OX OXOXOX;5629
 O OXOXOX;5630
XO OXOXOX;5631
  XOXOXOX;5632
O XOXOXOX;5633
OXXOXOXOX;5634
 OXOXOXOX;5635
XOXOXOXOX;5636
OOXOXOXOX;5637
  OOXOXOX;5638
X OOXOXOX;5639
 XOOXOXOX;5640
XXOOXOXOX;5641
OXOOXOXOX;5642
XOOOXOXOX;5643
    OOXOX;5644
X   OOXOX;5645
 X  OOXOX;5646
XX  OOXOX;5647
OX  OOXOX;5648
XO  OOXOX;5649
  X OOXOX;5650
X X OOXOX;5651
O X OOXOX;5652
 XX OOXOX;5653
OXX OOXOX;5654
 OX OOXOX;5655
XOX OOXOX;5656
X O OOXOX;5657
 XO OOXOX;5658
XXO OOXOX;5659
   XOOXOX;5660
X  XOOXOX;5661
O  XOOXOX;5662
 X XOOXOX;5663
OX XOOXOX;5664
 O XOOXOX;5665
XO XOOXOX;5666
  XXOOXOX;5667
O XXOOXOX;5668
OXXXOOXOX;5669
 OXXOOXOX;5670
XOXXOOXOX;5671
OOXXOOXOX;5672
  OXOOXOX;5673
X OXOOXOX;5674
 XOXOOXOX;5675
XXOXOOXOX;5676
OXOXOOXOX;5677
XOOXOOXOX;5678
X  OOOXOX;5679
 X OOOXOX;5680
XX OOOXOX;5681
  XOOOXOX;5682
X XOOOXOX;5683
 XXOOOXOX;5684
XXXOOOXOX;5685
OXXOOOXOX;5686
XOXOOOXOX;5687
XXOOOOXOX;5688
      OOX;5689
X     OOX;5690
 X    OOX;5691
XX    OOX;5692
OX    OOX;5693
XO    OOX;5694
  X   OOX;5695
X X   OOX;5696
O X   OOX;5697
 XX   OOX;5698
OXX   OOX;5699
 OX   OOX;5700
XOX   OOX;5701
X O   OOX;5702
 XO   OOX;5703
XXO   OOX;5704
   X  OOX;5705
X  X  OOX;5706
O  X  OOX;5707
 X X  OOX;5708
OX X  OOX;5709
 O X  OOX;5710
XO X  OOX;5711
  XX  OOX;5712
O XX  OOX;5713
OXXX  OOX;5714
 OXX  OOX;5715
XOXX  OOX;5716
OOXX  OOX;5717
  OX  OOX;5718
X OX  OOX;5719
 XOX  OOX;5720
XXOX  OOX;5721
OXOX  OOX;5722
XOOX  OOX;5723
X  O  OOX;5724
 X O  OOX;5725
XX O  OOX;5726
  XO  OOX;5727
X XO  OOX;5728
 XXO  OOX;5729
XXXO  OOX;5730
OXXO  OOX;5731
XOXO  OOX;5732
XXOO  OOX;5733
    X OOX;5734
X   X OOX;5735
O   X OOX;5736
 X  X OOX;5737
OX  X OOX;5738
 O  X OOX;5739
XO  X OOX;5740
  X X OOX;5741
O X X OOX;5742
OXX X OOX;5743
 OX X OOX;5744
XOX X OOX;5745
OOX X OOX;5746
  O X OOX;5747
X O X OOX;5748
 XO X OOX;5749
XXO X OOX;5750
OXO X OOX;5751
XOO X OOX;5752
   XX OOX;5753
O  XX OOX;5754
OX XX OOX;5755
 O XX OOX;5756
XO XX OOX;5757
OO XX OOX;5758
O XXX OOX;5759
 OXXX OOX;5760
OOXXX OOX;5761
  OXX OOX;5762
X OXX OOX;5763
O OXX OOX;5764
 XOXX OOX;5765
OXOXX OOX;5766
 OOXX OOX;5767
XOOXX OOX;5768
   OX OOX;5769
X  OX OOX;5770
 X OX OOX;5771
XX OX OOX;5772
OX OX OOX;5773
XO OX OOX;5774
  XOX OOX;5775
X XOX OOX;5776
O XOX OOX;5777
 XXOX OOX;5778
OXXOX OOX;5779
 OXOX OOX;5780
XOXOX OOX;5781
X OOX OOX;5782
 XOOX OOX;5783
XXOOX OOX;5784
X   O OOX;5785
 X  O OOX;5786
XX  O OOX;5787
  X O OOX;5788
X X O OOX;5789
 XX O OOX;5790
XXX O OOX;5791
OXX O OOX;5792
XOX O OOX;5793
XXO O OOX;5794
   XO OOX;5795
X  XO OOX;5796
 X XO OOX;5797
XX XO OOX;5798
OX XO OOX;5799
XO XO OOX;5800
  XXO OOX;5801
X XXO OOX;5802
O XXO OOX;5803
 XXXO OOX;5804
OXXXO OOX;5805
 OXXO OOX;5806
XOXXO OOX;5807
X OXO OOX;5808
 XOXO OOX;5809
XXOXO OOX;5810
XX OO OOX;5811
X XOO OOX;5812
 XXOO OOX;5813
XXXOO OOX;5814
     XOOX;5815
X    XOOX;5816
O    XOOX;5817
 X   XOOX;5818
OX   XOOX;5819
 O   XOOX;5820
XO   XOOX;5821
  X  XOOX;5822
O X  XOOX;5823
OXX  XOOX;5824
 OX  XOOX;5825
XOX  XOOX;5826
OOX  XOOX;5827
  O  XOOX;5828
X O  XOOX;5829
 XO  XOOX;5830
XXO  XOOX;5831
OXO  XOOX;5832
XOO  XOOX;5833
   X XOOX;5834
O  X XOOX;5835
OX X XOOX;5836
 O X XOOX;5837
XO X XOOX;5838
OO X XOOX;5839
O XX XOOX;5840
 OXX XOOX;5841
OOXX XOOX;5842
  OX XOOX;5843
X OX XOOX;5844
O OX XOOX;5845
 XOX XOOX;5846
OXOX XOOX;5847
 OOX XOOX;5848
XOOX XOOX;5849
   O XOOX;5850
X  O XOOX;5851
 X O XOOX;5852
XX O XOOX;5853
OX O XOOX;5854
XO O XOOX;5855
  XO XOOX;5856
X XO XOOX;5857
O XO XOOX;5858
 XXO XOOX;5859
OXXO XOOX;5860
 OXO XOOX;5861
XOXO XOOX;5862
X OO XOOX;5863
 XOO XOOX;5864
XXOO XOOX;5865
    XXOOX;5866
O   XXOOX;5867
OX  XXOOX;5868
 O  XXOOX;5869
XO  XXOOX;5870
OO  XXOOX;5871
O X XXOOX;5872
 OX XXOOX;5873
OOX XXOOX;5874
  O XXOOX;5875
X O XXOOX;5876
O O XXOOX;5877
 XO XXOOX;5878
OXO XXOOX;5879
 OO XXOOX;5880
XOO XXOOX;5881
O  XXXOOX;5882
 O XXXOOX;5883
OO XXXOOX;5884
OOXXXXOOX;5885
  OXXXOOX;5886
O OXXXOOX;5887
OXOXXXOOX;5888
 OOXXXOOX;5889
XOOXXXOOX;5890
OOOXXXOOX;5891
   OXXOOX;5892
X  OXXOOX;5893
O  OXXOOX;5894
 X OXXOOX;5895
OX OXXOOX;5896
 O OXXOOX;5897
XO OXXOOX;5898
  XOXXOOX;5899
O XOXXOOX;5900
OXXOXXOOX;5901
 OXOXXOOX;5902
XOXOXXOOX;5903
OOXOXXOOX;5904
  OOXXOOX;5905
X OOXXOOX;5906
 XOOXXOOX;5907
XXOOXXOOX;5908
OXOOXXOOX;5909
XOOOXXOOX;5910
    OXOOX;5911
X   OXOOX;5912
 X  OXOOX;5913
XX  OXOOX;5914
OX  OXOOX;5915
XO  OXOOX;5916
  X OXOOX;5917
X X OXOOX;5918
O X OXOOX;5919
 XX OXOOX;5920
OXX OXOOX;5921
 OX OXOOX;5922
XOX OXOOX;5923
X O OXOOX;5924
 XO OXOOX;5925
XXO OXOOX;5926
   XOXOOX;5927
X  XOXOOX;5928
O  XOXOOX;5929
 X XOXOOX;5930
OX XOXOOX;5931
 O XOXOOX;5932
XO XOXOOX;5933
  XXOXOOX;5934
O XXOXOOX;5935
OXXXOXOOX;5936
 OXXOXOOX;5937
XOXXOXOOX;5938
OOXXOXOOX;5939
  OXOXOOX;5940
X OXOXOOX;5941
 XOXOXOOX;5942
XXOXOXOOX;5943
OXOXOXOOX;5944
XOOXOXOOX;5945
X  OOXOOX;5946
 X OOXOOX;5947
XX OOXOOX;5948
  XOOXOOX;5949
X XOOXOOX;5950
 XXOOXOOX;5951
XXXOOXOOX;5952
OXXOOXOOX;5953
XOXOOXOOX;5954
XXOOOXOOX;5955
X    OOOX;5956
 X   OOOX;5957
XX   OOOX;5958
  X  OOOX;5959
X X  OOOX;5960
 XX  OOOX;5961
XXX  OOOX;5962
OXX  OOOX;5963
XOX  OOOX;5964
XXO  OOOX;5965
   X OOOX;5966
X  X OOOX;5967
 X X OOOX;5968
XX X OOOX;5969
OX X OOOX;5970
XO X OOOX;5971
  XX OOOX;5972
X XX OOOX;5973
O XX OOOX;5974
 XXX OOOX;5975
OXXX OOOX;5976
 OXX OOOX;5977
XOXX OOOX;5978
X OX OOOX;5979
 XOX OOOX;5980
XXOX OOOX;5981
XX O OOOX;5982
X XO OOOX;5983
 XXO OOOX;5984
XXXO OOOX;5985
    XOOOX;5986
X   XOOOX;5987
 X  XOOOX;5988
XX  XOOOX;5989
OX  XOOOX;5990
XO  XOOOX;5991
  X XOOOX;5992
X X XOOOX;5993
O X XOOOX;5994
 XX XOOOX;5995
OXX XOOOX;5996
 OX XOOOX;5997
XOX XOOOX;5998
X O XOOOX;5999
 XO XOOOX;6000
XXO XOOOX;6001
   XXOOOX;6002
X  XXOOOX;6003
O  XXOOOX;6004
 X XXOOOX;6005
OX XXOOOX;6006
 O XXOOOX;6007
XO XXOOOX;6008
  XXXOOOX;6009
O XXXOOOX;6010
OXXXXOOOX;6011
 OXXXOOOX;6012
XOXXXOOOX;6013
OOXXXOOOX;6014
  OXXOOOX;6015
X OXXOOOX;6016
 XOXXOOOX;6017
XXOXXOOOX;6018
OXOXXOOOX;6019
XOOXXOOOX;6020
X  OXOOOX;6021
 X OXOOOX;6022
XX OXOOOX;6023
  XOXOOOX;6024
X XOXOOOX;6025
 XXOXOOOX;6026
XXXOXOOOX;6027
OXXOXOOOX;6028
XOXOXOOOX;6029
XXOOXOOOX;6030
XX  OOOOX;6031
X X OOOOX;6032
 XX OOOOX;6033
XXX OOOOX;6034
X  XOOOOX;6035
 X XOOOOX;6036
XX XOOOOX;6037
  XXOOOOX;6038
X XXOOOOX;6039
 XXXOOOOX;6040
XXXXOOOOX;6041
OXXXOOOOX;6042
XOXXOOOOX;6043
XXOXOOOOX;6044
XXXOOOOOX;6045
        O;6046
X       O;6047
 X      O;6048
XX      O;6049
OX      O;6050
XO      O;6051
  X     O;6052
X X     O;6053
O X     O;6054
 XX     O;6055
OXX     O;6056
 OX     O;6057
XOX     O;6058
X O     O;6059
 XO     O;6060
XXO     O;6061
   X    O;6062
X  X    O;6063
O  X    O;6064
 X X    O;6065
OX X    O;6066
 O X    O;6067
XO X    O;6068
  XX    O;6069
O XX    O;6070
OXXX    O;6071
 OXX    O;6072
XOXX    O;6073
OOXX    O;6074
  OX    O;6075
X OX    O;6076
 XOX    O;6077
XXOX    O;6078
OXOX    O;6079
XOOX    O;6080
X  O    O;6081
 X O    O;6082
XX O    O;6083
  XO    O;6084
X XO    O;6085
 XXO    O;6086
XXXO    O;6087
OXXO    O;6088
XOXO    O;6089
XXOO    O;6090
    X   O;6091
X   X   O;6092
O   X   O;6093
 X  X   O;6094
OX  X   O;6095
 O  X   O;6096
XO  X   O;6097
  X X   O;6098
O X X   O;6099
OXX X   O;6100
 OX X   O;6101
XOX X   O;6102
OOX X   O;6103
  O X   O;6104
X O X   O;6105
 XO X   O;6106
XXO X   O;6107
OXO X   O;6108
XOO X   O;6109
   XX   O;6110
O  XX   O;6111
OX XX   O;6112
 O XX   O;6113
XO XX   O;6114
OO XX   O;6115
O XXX   O;6116
 OXXX   O;6117
OOXXX   O;6118
  OXX   O;6119
X OXX   O;6120
O OXX   O;6121
 XOXX   O;6122
OXOXX   O;6123
 OOXX   O;6124
XOOXX   O;6125
   OX   O;6126
X  OX   O;6127
 X OX   O;6128
XX OX   O;6129
OX OX   O;6130
XO OX   O;6131
  XOX   O;6132
X XOX   O;6133
O XOX   O;6134
 XXOX   O;6135
OXXOX   O;6136
 OXOX   O;6137
XOXOX   O;6138
X OOX   O;6139
 XOOX   O;6140
XXOOX   O;6141
X   O   O;6142
 X  O   O;6143
XX  O   O;6144
  X O   O;6145
X X O   O;6146
 XX O   O;6147
XXX O   O;6148
OXX O   O;6149
XOX O   O;6150
XXO O   O;6151
   XO   O;6152
X  XO   O;6153
 X XO   O;6154
XX XO   O;6155
OX XO   O;6156
XO XO   O;6157
  XXO   O;6158
X XXO   O;6159
O XXO   O;6160
 XXXO   O;6161
OXXXO   O;6162
 OXXO   O;6163
XOXXO   O;6164
X OXO   O;6165
 XOXO   O;6166
XXOXO   O;6167
XX OO   O;6168
X XOO   O;6169
 XXOO   O;6170
XXXOO   O;6171
     X  O;6172
X    X  O;6173
O    X  O;6174
 X   X  O;6175
OX   X  O;6176
 O   X  O;6177
XO   X  O;6178
  X  X  O;6179
O X  X  O;6180
OXX  X  O;6181
 OX  X  O;6182
XOX  X  O;6183
OOX  X  O;6184
  O  X  O;6185
X O  X  O;6186
 XO  X  O;6187
XXO  X  O;6188
OXO  X  O;6189
XOO  X  O;6190
   X X  O;6191
O  X X  O;6192
OX X X  O;6193
 O X X  O;6194
XO X X  O;6195
OO X X  O;6196
O XX X  O;6197
 OXX X  O;6198
OOXX X  O;6199
  OX X  O;6200
X OX X  O;6201
O OX X  O;6202
 XOX X  O;6203
OXOX X  O;6204
 OOX X  O;6205
XOOX X  O;6206
   O X  O;6207
X  O X  O;6208
 X O X  O;6209
XX O X  O;6210
OX O X  O;6211
XO O X  O;6212
  XO X  O;6213
X XO X  O;6214
O XO X  O;6215
 XXO X  O;6216
OXXO X  O;6217
 OXO X  O;6218
XOXO X  O;6219
X OO X  O;6220
 XOO X  O;6221
XXOO X  O;6222
    XX  O;6223
O   XX  O;6224
OX  XX  O;6225
 O  XX  O;6226
XO  XX  O;6227
OO  XX  O;6228
O X XX  O;6229
 OX XX  O;6230
OOX XX  O;6231
  O XX  O;6232
X O XX  O;6233
O O XX  O;6234
 XO XX  O;6235
OXO XX  O;6236
 OO XX  O;6237
XOO XX  O;6238
O  XXX  O;6239
 O XXX  O;6240
OO XXX  O;6241
OOXXXX  O;6242
  OXXX  O;6243
O OXXX  O;6244
OXOXXX  O;6245
 OOXXX  O;6246
XOOXXX  O;6247
OOOXXX  O;6248
   OXX  O;6249
X  OXX  O;6250
O  OXX  O;6251
 X OXX  O;6252
OX OXX  O;6253
 O OXX  O;6254
XO OXX  O;6255
  XOXX  O;6256
O XOXX  O;6257
OXXOXX  O;6258
 OXOXX  O;6259
XOXOXX  O;6260
OOXOXX  O;6261
  OOXX  O;6262
X OOXX  O;6263
 XOOXX  O;6264
XXOOXX  O;6265
OXOOXX  O;6266
XOOOXX  O;6267
    OX  O;6268
X   OX  O;6269
 X  OX  O;6270
XX  OX  O;6271
OX  OX  O;6272
XO  OX  O;6273
  X OX  O;6274
X X OX  O;6275
O X OX  O;6276
 XX OX  O;6277
OXX OX  O;6278
 OX OX  O;6279
XOX OX  O;6280
X O OX  O;6281
 XO OX  O;6282
XXO OX  O;6283
   XOX  O;6284
X  XOX  O;6285
O  XOX  O;6286
 X XOX  O;6287
OX XOX  O;6288
 O XOX  O;6289
XO XOX  O;6290
  XXOX  O;6291
O XXOX  O;6292
OXXXOX  O;6293
 OXXOX  O;6294
XOXXOX  O;6295
OOXXOX  O;6296
  OXOX  O;6297
X OXOX  O;6298
 XOXOX  O;6299
XXOXOX  O;6300
OXOXOX  O;6301
XOOXOX  O;6302
X  OOX  O;6303
 X OOX  O;6304
XX OOX  O;6305
  XOOX  O;6306
X XOOX  O;6307
 XXOOX  O;6308
XXXOOX  O;6309
OXXOOX  O;6310
XOXOOX  O;6311
XXOOOX  O;6312
X    O  O;6313
 X   O  O;6314
XX   O  O;6315
  X  O  O;6316
X X  O  O;6317
 XX  O  O;6318
XXX  O  O;6319
OXX  O  O;6320
XOX  O  O;6321
XXO  O  O;6322
   X O  O;6323
X  X O  O;6324
 X X O  O;6325
XX X O  O;6326
OX X O  O;6327
XO X O  O;6328
  XX O  O;6329
X XX O  O;6330
O XX O  O;6331
 XXX O  O;6332
OXXX O  O;6333
 OXX O  O;6334
XOXX O  O;6335
X OX O  O;6336
 XOX O  O;6337
XXOX O  O;6338
XX O O  O;6339
X XO O  O;6340
 XXO O  O;6341
XXXO O  O;6342
    XO  O;6343
X   XO  O;6344
 X  XO  O;6345
XX  XO  O;6346
OX  XO  O;6347
XO  XO  O;6348
  X XO  O;6349
X X XO  O;6350
O X XO  O;6351
 XX XO  O;6352
OXX XO  O;6353
 OX XO  O;6354
XOX XO  O;6355
X O XO  O;6356
 XO XO  O;6357
XXO XO  O;6358
   XXO  O;6359
X  XXO  O;6360
O  XXO  O;6361
 X XXO  O;6362
OX XXO  O;6363
 O XXO  O;6364
XO XXO  O;6365
  XXXO  O;6366
O XXXO  O;6367
OXXXXO  O;6368
 OXXXO  O;6369
XOXXXO  O;6370
OOXXXO  O;6371
  OXXO  O;6372
X OXXO  O;6373
 XOXXO  O;6374
XXOXXO  O;6375
OXOXXO  O;6376
XOOXXO  O;6377
X  OXO  O;6378
 X OXO  O;6379
XX OXO  O;6380
  XOXO  O;6381
X XOXO  O;6382
 XXOXO  O;6383
XXXOXO  O;6384
OXXOXO  O;6385
XOXOXO  O;6386
XXOOXO  O;6387
XX  OO  O;6388
X X OO  O;6389
 XX OO  O;6390
