1;1;1;1;1;1;1;1;1
1;0,555224945783663;0,555251848710534;0,555239193190452;0,555251180993588;0,555250013541454;0,555237558605603;0,555219896362012;0,555224138228284
1;1;1;1;1;1;1;1;1
0,645078181256742;1;0,645090994029035;0,645088483479649;0,645107812789005;0,645090558987457;0,645102113282365;0,645072712542743;0,645081197421238
1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1
0,51457262715276;0,514569195522575;1;0,514575728602984;0,51457347267964;0,514568972090919;0,514569913280982;0,51456724018159;0,514571574962489
1;1;1;1;1;1;1;1;1
1;1;1;0,812065425370151;0,763163577891192;0,771428523332046;0,832722868388114;0,760378826731379;0,801058351338194
1;1;1;1;1;1;1;1;1
1;1;1;0,710152599996765;0,745376398480497;0,716366833993671;0,705151070991887;0,759963898783007;0,714122145585256
1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1
1;1;1;0,767454573658892;0,817067913518234;0,818261402154106;0,80592112809823;0,756273025507308;0,798682169675712
1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1
0,622745494410335;0,622770298851372;0,622787240990917;1;0,622792602794115;0,622738472966772;0,622733064021039;0,622745469286124;0,622744941673941
1;1;1;1;1;1;1;1;1
1;1;0,80459484530915;1;0,818761864128767;0,762582480416901;0,802825053725471;0,774575115961919;0,83996140994397
1;1;1;1;1;1;1;1;1
1;1;0,711749813553604;1;0,748609558583063;0,703429668303279;0,721943304854017;0,762822233086194;0,713447588920118
1;1;1;1;1;1;1;1;1
1;0,664721386976385;1;1;0,684628525288007;0,648563403103285;0,649257642597112;0,660412329248949;0,694415068644519
0,706626145183824;1;1;1;0,755242080760794;0,694175421533031;0,71249169508581;0,778039304888602;0,705542488702701
1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1
1;0,670108704136868;1;1;0,719923320464384;0,702836068734861;0,729409227866279;0,67981840414132;0,710576469450842
1;1;1;1;1;1;1;1;1
0,779543820353538;1;1;1;0,848304694669624;0,844777024915779;0,842505514517856;0,790914866729589;0,8824909496468
1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1
1;1;0,71049873981357;1;0,732588622772263;0,725562544578037;0,687583530224103;0,687586321719543;0,686395199959077
1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1
1;0,560625857387732;1;1;0,570612852472374;0,567310857899495;0,551661516296867;0,555765805754873;0,552607797669431
1;1;1;1;1;1;1;1;1
0,824094499260607;1;1;1;0,764673686585769;0,747952110542163;0,767230816751858;0,715530550374185;0,731383307417646
1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1
0,445628878479312;0,445627753363481;0,445628865722611;0,445628702874696;1;0,445627652501233;0,44562864595097;0,445627136323279;0,445628487813486
1;1;1;1;1;1;1;1;1
1;1;0,519999537042131;0,533684778704031;1;0,521083637384183;0,534288527541171;0,531768113398474;0,524685210502377
1;1;1;1;1;1;1;1;1
1;1;0,528332523570017;0,518013044152915;1;0,527570758436932;0,521041759898638;0,523030355324521;0,527475431644336
